"Date_reported","Country_code","Country","WHO_region","New_cases","Cumulative_cases","New_deaths","Cumulative_deaths"
2020-01-03,"BE","Belgium","EURO",0,0,0,0
2020-01-04,"BE","Belgium","EURO",0,0,0,0
2020-01-05,"BE","Belgium","EURO",0,0,0,0
2020-01-06,"BE","Belgium","EURO",0,0,0,0
2020-01-07,"BE","Belgium","EURO",0,0,0,0
2020-01-08,"BE","Belgium","EURO",0,0,0,0
2020-01-09,"BE","Belgium","EURO",0,0,0,0
2020-01-10,"BE","Belgium","EURO",0,0,0,0
2020-01-11,"BE","Belgium","EURO",0,0,0,0
2020-01-12,"BE","Belgium","EURO",0,0,0,0
2020-01-13,"BE","Belgium","EURO",0,0,0,0
2020-01-14,"BE","Belgium","EURO",0,0,0,0
2020-01-15,"BE","Belgium","EURO",0,0,0,0
2020-01-16,"BE","Belgium","EURO",0,0,0,0
2020-01-17,"BE","Belgium","EURO",0,0,0,0
2020-01-18,"BE","Belgium","EURO",0,0,0,0
2020-01-19,"BE","Belgium","EURO",0,0,0,0
2020-01-20,"BE","Belgium","EURO",0,0,0,0
2020-01-21,"BE","Belgium","EURO",0,0,0,0
2020-01-22,"BE","Belgium","EURO",0,0,0,0
2020-01-23,"BE","Belgium","EURO",0,0,0,0
2020-01-24,"BE","Belgium","EURO",0,0,0,0
2020-01-25,"BE","Belgium","EURO",0,0,0,0
2020-01-26,"BE","Belgium","EURO",0,0,0,0
2020-01-27,"BE","Belgium","EURO",0,0,0,0
2020-01-28,"BE","Belgium","EURO",0,0,0,0
2020-01-29,"BE","Belgium","EURO",0,0,0,0
2020-01-30,"BE","Belgium","EURO",0,0,0,0
2020-01-31,"BE","Belgium","EURO",0,0,0,0
2020-02-01,"BE","Belgium","EURO",0,0,0,0
2020-02-02,"BE","Belgium","EURO",0,0,0,0
2020-02-03,"BE","Belgium","EURO",0,0,0,0
2020-02-04,"BE","Belgium","EURO",1,1,0,0
2020-02-05,"BE","Belgium","EURO",0,1,0,0
2020-02-06,"BE","Belgium","EURO",0,1,0,0
2020-02-07,"BE","Belgium","EURO",0,1,0,0
2020-02-08,"BE","Belgium","EURO",0,1,0,0
2020-02-09,"BE","Belgium","EURO",0,1,0,0
2020-02-10,"BE","Belgium","EURO",0,1,0,0
2020-02-11,"BE","Belgium","EURO",0,1,0,0
2020-02-12,"BE","Belgium","EURO",0,1,0,0
2020-02-13,"BE","Belgium","EURO",0,1,0,0
2020-02-14,"BE","Belgium","EURO",0,1,0,0
2020-02-15,"BE","Belgium","EURO",0,1,0,0
2020-02-16,"BE","Belgium","EURO",0,1,0,0
2020-02-17,"BE","Belgium","EURO",0,1,0,0
2020-02-18,"BE","Belgium","EURO",0,1,0,0
2020-02-19,"BE","Belgium","EURO",0,1,0,0
2020-02-20,"BE","Belgium","EURO",0,1,0,0
2020-02-21,"BE","Belgium","EURO",0,1,0,0
2020-02-22,"BE","Belgium","EURO",0,1,0,0
2020-02-23,"BE","Belgium","EURO",0,1,0,0
2020-02-24,"BE","Belgium","EURO",0,1,0,0
2020-02-25,"BE","Belgium","EURO",0,1,0,0
2020-02-26,"BE","Belgium","EURO",0,1,0,0
2020-02-27,"BE","Belgium","EURO",0,1,0,0
2020-02-28,"BE","Belgium","EURO",0,1,0,0
2020-02-29,"BE","Belgium","EURO",0,1,0,0
2020-03-01,"BE","Belgium","EURO",0,1,0,0
2020-03-02,"BE","Belgium","EURO",18,19,0,0
2020-03-03,"BE","Belgium","EURO",19,38,0,0
2020-03-04,"BE","Belgium","EURO",34,72,0,0
2020-03-05,"BE","Belgium","EURO",53,125,0,0
2020-03-06,"BE","Belgium","EURO",81,206,0,0
2020-03-07,"BE","Belgium","EURO",110,316,0,0
2020-03-08,"BE","Belgium","EURO",27,343,0,0
2020-03-09,"BE","Belgium","EURO",64,407,0,0
2020-03-10,"BE","Belgium","EURO",94,501,1,1
2020-03-11,"BE","Belgium","EURO",99,600,1,2
2020-03-12,"BE","Belgium","EURO",174,774,3,5
2020-03-13,"BE","Belgium","EURO",250,1024,0,5
2020-03-14,"BE","Belgium","EURO",338,1362,3,8
2020-03-15,"BE","Belgium","EURO",179,1541,7,15
2020-03-16,"BE","Belgium","EURO",214,1755,7,22
2020-03-17,"BE","Belgium","EURO",387,2142,11,33
2020-03-18,"BE","Belgium","EURO",422,2564,15,48
2020-03-19,"BE","Belgium","EURO",534,3098,25,73
2020-03-20,"BE","Belgium","EURO",713,3811,35,108
2020-03-21,"BE","Belgium","EURO",662,4473,40,148
2020-03-22,"BE","Belgium","EURO",469,4942,41,189
2020-03-23,"BE","Belgium","EURO",486,5428,55,244
2020-03-24,"BE","Belgium","EURO",1328,6756,82,326
2020-03-25,"BE","Belgium","EURO",1195,7951,76,402
2020-03-26,"BE","Belgium","EURO",1199,9150,111,513
2020-03-27,"BE","Belgium","EURO",1363,10513,102,615
2020-03-28,"BE","Belgium","EURO",1518,12031,136,751
2020-03-29,"BE","Belgium","EURO",844,12875,143,894
2020-03-30,"BE","Belgium","EURO",683,13558,145,1039
2020-03-31,"BE","Belgium","EURO",1738,15296,171,1210
2020-04-01,"BE","Belgium","EURO",1681,16977,201,1411
2020-04-02,"BE","Belgium","EURO",1516,18493,241,1652
2020-04-03,"BE","Belgium","EURO",1478,19971,214,1866
2020-04-04,"BE","Belgium","EURO",1694,21665,242,2108
2020-04-05,"BE","Belgium","EURO",922,22587,269,2377
2020-04-06,"BE","Belgium","EURO",665,23252,246,2623
2020-04-07,"BE","Belgium","EURO",1934,25186,255,2878
2020-04-08,"BE","Belgium","EURO",1515,26701,276,3154
2020-04-09,"BE","Belgium","EURO",1598,28299,324,3478
2020-04-10,"BE","Belgium","EURO",2239,30538,270,3748
2020-04-11,"BE","Belgium","EURO",2336,32874,304,4052
2020-04-12,"BE","Belgium","EURO",1029,33903,288,4340
2020-04-13,"BE","Belgium","EURO",524,34427,268,4608
2020-04-14,"BE","Belgium","EURO",537,34964,275,4883
2020-04-15,"BE","Belgium","EURO",1560,36524,259,5142
2020-04-16,"BE","Belgium","EURO",1633,38157,280,5422
2020-04-17,"BE","Belgium","EURO",1674,39831,245,5667
2020-04-18,"BE","Belgium","EURO",1394,41225,205,5872
2020-04-19,"BE","Belgium","EURO",722,41947,210,6082
2020-04-20,"BE","Belgium","EURO",443,42390,186,6268
2020-04-21,"BE","Belgium","EURO",1276,43666,208,6476
2020-04-22,"BE","Belgium","EURO",1270,44936,192,6668
2020-04-23,"BE","Belgium","EURO",777,45713,181,6849
2020-04-24,"BE","Belgium","EURO",976,46689,156,7005
2020-04-25,"BE","Belgium","EURO",811,47500,156,7161
2020-04-26,"BE","Belgium","EURO",388,47888,142,7303
2020-04-27,"BE","Belgium","EURO",205,48093,152,7455
2020-04-28,"BE","Belgium","EURO",755,48848,132,7587
2020-04-29,"BE","Belgium","EURO",569,49417,113,7700
2020-04-30,"BE","Belgium","EURO",522,49939,107,7807
2020-05-01,"BE","Belgium","EURO",586,50525,91,7898
2020-05-02,"BE","Belgium","EURO",237,50762,94,7992
2020-05-03,"BE","Belgium","EURO",286,51048,79,8071
2020-05-04,"BE","Belgium","EURO",140,51188,91,8162
2020-05-05,"BE","Belgium","EURO",670,51858,93,8255
2020-05-06,"BE","Belgium","EURO",546,52404,84,8339
2020-05-07,"BE","Belgium","EURO",552,52956,77,8416
2020-05-08,"BE","Belgium","EURO",442,53398,68,8484
2020-05-09,"BE","Belgium","EURO",483,53881,80,8564
2020-05-10,"BE","Belgium","EURO",240,54121,76,8640
2020-05-11,"BE","Belgium","EURO",118,54239,72,8712
2020-05-12,"BE","Belgium","EURO",476,54715,66,8778
2020-05-13,"BE","Belgium","EURO",395,55110,47,8825
2020-05-14,"BE","Belgium","EURO",321,55431,60,8885
2020-05-15,"BE","Belgium","EURO",305,55736,46,8931
2020-05-16,"BE","Belgium","EURO",346,56082,47,8978
2020-05-17,"BE","Belgium","EURO",147,56229,29,9007
2020-05-18,"BE","Belgium","EURO",81,56310,32,9039
2020-05-19,"BE","Belgium","EURO",317,56627,39,9078
2020-05-20,"BE","Belgium","EURO",292,56919,36,9114
2020-05-21,"BE","Belgium","EURO",385,57304,31,9145
2020-05-22,"BE","Belgium","EURO",70,57374,38,9183
2020-05-23,"BE","Belgium","EURO",248,57622,42,9225
2020-05-24,"BE","Belgium","EURO",123,57745,28,9253
2020-05-25,"BE","Belgium","EURO",75,57820,32,9285
2020-05-26,"BE","Belgium","EURO",314,58134,26,9311
2020-05-27,"BE","Belgium","EURO",202,58336,26,9337
2020-05-28,"BE","Belgium","EURO",182,58518,25,9362
2020-05-29,"BE","Belgium","EURO",171,58689,28,9390
2020-05-30,"BE","Belgium","EURO",165,58854,16,9406
2020-05-31,"BE","Belgium","EURO",61,58915,25,9431
2020-06-01,"BE","Belgium","EURO",49,58964,22,9453
2020-06-02,"BE","Belgium","EURO",59,59023,21,9474
2020-06-03,"BE","Belgium","EURO",181,59204,24,9498
2020-06-04,"BE","Belgium","EURO",159,59363,19,9517
2020-06-05,"BE","Belgium","EURO",172,59535,17,9534
2020-06-06,"BE","Belgium","EURO",154,59689,13,9547
2020-06-07,"BE","Belgium","EURO",69,59758,11,9558
2020-06-08,"BE","Belgium","EURO",53,59811,12,9570
2020-06-09,"BE","Belgium","EURO",152,59963,10,9580
2020-06-10,"BE","Belgium","EURO",145,60108,12,9592
2020-06-11,"BE","Belgium","EURO",119,60227,15,9607
2020-06-12,"BE","Belgium","EURO",95,60322,9,9616
2020-06-13,"BE","Belgium","EURO",89,60411,10,9626
2020-06-14,"BE","Belgium","EURO",49,60460,5,9631
2020-06-15,"BE","Belgium","EURO",22,60482,5,9636
2020-06-16,"BE","Belgium","EURO",147,60629,8,9644
2020-06-17,"BE","Belgium","EURO",99,60728,9,9653
2020-06-18,"BE","Belgium","EURO",123,60851,8,9661
2020-06-19,"BE","Belgium","EURO",108,60959,5,9666
2020-06-20,"BE","Belgium","EURO",121,61080,4,9670
2020-06-21,"BE","Belgium","EURO",50,61130,4,9674
2020-06-22,"BE","Belgium","EURO",20,61150,8,9682
2020-06-23,"BE","Belgium","EURO",143,61293,12,9694
2020-06-24,"BE","Belgium","EURO",110,61403,4,9698
2020-06-25,"BE","Belgium","EURO",100,61503,5,9703
2020-06-26,"BE","Belgium","EURO",76,61579,5,9708
2020-06-27,"BE","Belgium","EURO",113,61692,2,9710
2020-06-28,"BE","Belgium","EURO",41,61733,8,9718
2020-06-29,"BE","Belgium","EURO",24,61757,5,9723
2020-06-30,"BE","Belgium","EURO",127,61884,3,9726
2020-07-01,"BE","Belgium","EURO",100,61984,8,9734
2020-07-02,"BE","Belgium","EURO",135,62119,3,9737
2020-07-03,"BE","Belgium","EURO",93,62212,4,9741
2020-07-04,"BE","Belgium","EURO",94,62306,2,9743
2020-07-05,"BE","Belgium","EURO",64,62370,4,9747
2020-07-06,"BE","Belgium","EURO",24,62394,2,9749
2020-07-07,"BE","Belgium","EURO",112,62506,1,9750
2020-07-08,"BE","Belgium","EURO",99,62605,3,9753
2020-07-09,"BE","Belgium","EURO",137,62742,1,9754
2020-07-10,"BE","Belgium","EURO",124,62866,2,9756
2020-07-11,"BE","Belgium","EURO",127,62993,0,9756
2020-07-12,"BE","Belgium","EURO",62,63055,2,9758
2020-07-13,"BE","Belgium","EURO",43,63098,4,9762
2020-07-14,"BE","Belgium","EURO",224,63322,1,9763
2020-07-15,"BE","Belgium","EURO",207,63529,3,9766
2020-07-16,"BE","Belgium","EURO",260,63789,5,9771
2020-07-17,"BE","Belgium","EURO",226,64015,5,9776
2020-07-18,"BE","Belgium","EURO",274,64289,2,9778
2020-07-19,"BE","Belgium","EURO",130,64419,3,9781
2020-07-20,"BE","Belgium","EURO",64,64483,2,9783
2020-07-21,"BE","Belgium","EURO",443,64926,2,9785
2020-07-22,"BE","Belgium","EURO",145,65071,1,9786
2020-07-23,"BE","Belgium","EURO",553,65624,2,9788
2020-07-24,"BE","Belgium","EURO",439,66063,2,9790
2020-07-25,"BE","Belgium","EURO",496,66559,5,9795
2020-07-26,"BE","Belgium","EURO",229,66788,1,9796
2020-07-27,"BE","Belgium","EURO",184,66972,2,9798
2020-07-28,"BE","Belgium","EURO",595,67567,6,9804
2020-07-29,"BE","Belgium","EURO",685,68252,1,9805
2020-07-30,"BE","Belgium","EURO",703,68955,3,9808
2020-07-31,"BE","Belgium","EURO",635,69590,2,9810
2020-08-01,"BE","Belgium","EURO",684,70274,5,9815
2020-08-02,"BE","Belgium","EURO",309,70583,1,9816
2020-08-03,"BE","Belgium","EURO",148,70731,5,9821
2020-08-04,"BE","Belgium","EURO",794,71525,5,9826
2020-08-05,"BE","Belgium","EURO",813,72338,7,9833
2020-08-06,"BE","Belgium","EURO",767,73105,5,9838
2020-08-07,"BE","Belgium","EURO",769,73874,4,9842
2020-08-08,"BE","Belgium","EURO",771,74645,7,9849
2020-08-09,"BE","Belgium","EURO",304,74949,2,9851
2020-08-10,"BE","Belgium","EURO",122,75071,5,9856
2020-08-11,"BE","Belgium","EURO",873,75944,11,9867
2020-08-12,"BE","Belgium","EURO",718,76662,12,9879
2020-08-13,"BE","Belgium","EURO",609,77271,11,9890
2020-08-14,"BE","Belgium","EURO",669,77940,14,9904
2020-08-15,"BE","Belgium","EURO",587,78527,12,9916
2020-08-16,"BE","Belgium","EURO",163,78690,10,9926
2020-08-17,"BE","Belgium","EURO",132,78822,8,9934
2020-08-18,"BE","Belgium","EURO",707,79529,7,9941
2020-08-19,"BE","Belgium","EURO",725,80254,11,9952
2020-08-20,"BE","Belgium","EURO",612,80866,10,9962
2020-08-21,"BE","Belgium","EURO",581,81447,5,9967
2020-08-22,"BE","Belgium","EURO",510,81957,3,9970
2020-08-23,"BE","Belgium","EURO",203,82160,6,9976
2020-08-24,"BE","Belgium","EURO",115,82275,4,9980
2020-08-25,"BE","Belgium","EURO",607,82882,5,9985
2020-08-26,"BE","Belgium","EURO",527,83409,5,9990
2020-08-27,"BE","Belgium","EURO",526,83935,4,9994
2020-08-28,"BE","Belgium","EURO",535,84470,3,9997
2020-08-29,"BE","Belgium","EURO",614,85084,4,10001
2020-08-30,"BE","Belgium","EURO",195,85279,6,10007
2020-08-31,"BE","Belgium","EURO",117,85396,1,10008
2020-09-01,"BE","Belgium","EURO",634,86030,3,10011
2020-09-02,"BE","Belgium","EURO",565,86595,3,10014
2020-09-03,"BE","Belgium","EURO",574,87169,3,10017
2020-09-04,"BE","Belgium","EURO",677,87846,4,10021
2020-09-05,"BE","Belgium","EURO",728,88574,2,10023
2020-09-06,"BE","Belgium","EURO",322,88896,1,10024
2020-09-07,"BE","Belgium","EURO",155,89051,3,10027
2020-09-08,"BE","Belgium","EURO",918,89969,4,10031
2020-09-09,"BE","Belgium","EURO",871,90840,3,10034
2020-09-10,"BE","Belgium","EURO",1024,91864,2,10036
2020-09-11,"BE","Belgium","EURO",1143,93007,3,10039
2020-09-12,"BE","Belgium","EURO",1284,94291,5,10044
2020-09-13,"BE","Belgium","EURO",617,94908,1,10045
2020-09-14,"BE","Belgium","EURO",301,95209,1,10046
2020-09-15,"BE","Belgium","EURO",1724,96933,4,10050
2020-09-16,"BE","Belgium","EURO",1628,98561,3,10053
2020-09-17,"BE","Belgium","EURO",1943,100504,4,10057
2020-09-18,"BE","Belgium","EURO",1750,102254,1,10058
2020-09-19,"BE","Belgium","EURO",1709,103963,6,10064
2020-09-20,"BE","Belgium","EURO",894,104857,8,10072
2020-09-21,"BE","Belgium","EURO",461,105318,3,10075
2020-09-22,"BE","Belgium","EURO",2202,107520,3,10078
2020-09-23,"BE","Belgium","EURO",2074,109594,1,10079
2020-09-24,"BE","Belgium","EURO",2096,111690,8,10087
2020-09-25,"BE","Belgium","EURO",1795,113485,5,10092
2020-09-26,"BE","Belgium","EURO",1623,115108,5,10097
2020-09-27,"BE","Belgium","EURO",1078,116186,7,10104
2020-09-28,"BE","Belgium","EURO",559,116745,13,10117
2020-09-29,"BE","Belgium","EURO",2791,119536,13,10130
2020-09-30,"BE","Belgium","EURO",3008,122544,10,10140
2020-10-01,"BE","Belgium","EURO",3274,125818,6,10146
2020-10-02,"BE","Belgium","EURO",3423,129241,15,10161
2020-10-03,"BE","Belgium","EURO",3752,132993,12,10173
2020-10-04,"BE","Belgium","EURO",1728,134721,15,10188
2020-10-05,"BE","Belgium","EURO",1047,135768,15,10203
2020-10-06,"BE","Belgium","EURO",5313,141081,15,10218
2020-10-07,"BE","Belgium","EURO",5758,146839,19,10237
2020-10-08,"BE","Belgium","EURO",6904,153743,20,10257
2020-10-09,"BE","Belgium","EURO",6679,160422,20,10277
2020-10-10,"BE","Belgium","EURO",7952,168374,20,10297
2020-10-11,"BE","Belgium","EURO",4370,172744,22,10319
2020-10-12,"BE","Belgium","EURO",2439,175183,28,10347
2020-10-13,"BE","Belgium","EURO",9872,185055,36,10383
2020-10-14,"BE","Belgium","EURO",12779,197834,36,10419
2020-10-15,"BE","Belgium","EURO",12533,210367,42,10461
2020-10-16,"BE","Belgium","EURO",12027,222394,39,10500
2020-10-17,"BE","Belgium","EURO",13738,236132,36,10536
2020-10-18,"BE","Belgium","EURO",8124,244256,23,10559
2020-10-19,"BE","Belgium","EURO",4339,248595,31,10590
2020-10-20,"BE","Belgium","EURO",15824,264419,55,10645
2020-10-21,"BE","Belgium","EURO",19600,284019,53,10698
2020-10-22,"BE","Belgium","EURO",17628,301647,61,10759
2020-10-23,"BE","Belgium","EURO",17715,319362,57,10816
2020-10-24,"BE","Belgium","EURO",18863,338225,92,10908
2020-10-25,"BE","Belgium","EURO",11552,349777,96,11004
2020-10-26,"BE","Belgium","EURO",4880,354657,98,11102
2020-10-27,"BE","Belgium","EURO",19845,374502,123,11225
2020-10-28,"BE","Belgium","EURO",22191,396693,130,11355
2020-10-29,"BE","Belgium","EURO",17982,414675,143,11498
2020-10-30,"BE","Belgium","EURO",15074,429749,141,11639
2020-10-31,"BE","Belgium","EURO",15388,445137,185,11824
2020-11-01,"BE","Belgium","EURO",6309,451446,175,11999
2020-11-02,"BE","Belgium","EURO",2662,454108,166,12165
2020-11-03,"BE","Belgium","EURO",13843,467951,214,12379
2020-11-04,"BE","Belgium","EURO",12082,480033,175,12554
2020-11-05,"BE","Belgium","EURO",9213,489246,200,12754
2020-11-06,"BE","Belgium","EURO",7644,496890,211,12965
2020-11-07,"BE","Belgium","EURO",6638,503528,216,13181
2020-11-08,"BE","Belgium","EURO",3044,506572,210,13391
2020-11-09,"BE","Belgium","EURO",1449,508021,209,13600
2020-11-10,"BE","Belgium","EURO",8613,516634,198,13798
2020-11-11,"BE","Belgium","EURO",7662,524296,219,14017
2020-11-12,"BE","Belgium","EURO",2002,526298,196,14213
2020-11-13,"BE","Belgium","EURO",6467,532765,172,14385
2020-11-14,"BE","Belgium","EURO",5697,538462,183,14568
2020-11-15,"BE","Belgium","EURO",2360,540822,178,14746
2020-11-16,"BE","Belgium","EURO",1053,541875,193,14939
2020-11-17,"BE","Belgium","EURO",5830,547705,195,15134
2020-11-18,"BE","Belgium","EURO",4824,552529,160,15294
2020-11-19,"BE","Belgium","EURO",3681,556210,159,15453
2020-11-20,"BE","Belgium","EURO",3007,559217,172,15625
2020-11-21,"BE","Belgium","EURO",3075,562292,171,15796
2020-11-22,"BE","Belgium","EURO",1258,563550,142,15938
2020-11-23,"BE","Belgium","EURO",585,564135,134,16072
2020-11-24,"BE","Belgium","EURO",3944,568079,142,16214
2020-11-25,"BE","Belgium","EURO",2865,570944,123,16337
2020-11-26,"BE","Belgium","EURO",2669,573613,139,16476
2020-11-27,"BE","Belgium","EURO",2412,576025,118,16594
2020-11-28,"BE","Belgium","EURO",2724,578749,126,16720
2020-11-29,"BE","Belgium","EURO",1001,579750,119,16839
2020-11-30,"BE","Belgium","EURO",556,580306,119,16958
2020-12-01,"BE","Belgium","EURO",3286,583592,102,17060
2020-12-02,"BE","Belgium","EURO",2682,586274,111,17171
2020-12-03,"BE","Belgium","EURO",2598,588872,117,17288
2020-12-04,"BE","Belgium","EURO",2361,591233,95,17383
2020-12-05,"BE","Belgium","EURO",2549,593782,110,17493
2020-12-06,"BE","Belgium","EURO",1094,594876,87,17580
2020-12-07,"BE","Belgium","EURO",596,595472,86,17666
2020-12-08,"BE","Belgium","EURO",3347,598819,98,17764
2020-12-09,"BE","Belgium","EURO",2710,601529,92,17856
2020-12-10,"BE","Belgium","EURO",2749,604278,89,17945
2020-12-11,"BE","Belgium","EURO",2668,606946,96,18041
2020-12-12,"BE","Belgium","EURO",2885,609831,114,18155
2020-12-13,"BE","Belgium","EURO",1581,611412,87,18242
2020-12-14,"BE","Belgium","EURO",735,612147,92,18334
2020-12-15,"BE","Belgium","EURO",3805,615952,100,18434
2020-12-16,"BE","Belgium","EURO",3200,619152,103,18537
2020-12-17,"BE","Belgium","EURO",2753,621905,99,18636
2020-12-18,"BE","Belgium","EURO",2733,624638,90,18726
2020-12-19,"BE","Belgium","EURO",2729,627367,85,18811
2020-12-20,"BE","Belgium","EURO",1429,628796,93,18904
2020-12-21,"BE","Belgium","EURO",635,629431,89,18993
2020-12-22,"BE","Belgium","EURO",3308,632739,71,19064
2020-12-23,"BE","Belgium","EURO",2589,635328,102,19166
2020-12-24,"BE","Belgium","EURO",2356,637684,94,19260
2020-12-25,"BE","Belgium","EURO",1719,639403,81,19341
2020-12-26,"BE","Belgium","EURO",492,639895,69,19410
2020-12-27,"BE","Belgium","EURO",1098,640993,63,19473
2020-12-28,"BE","Belgium","EURO",530,641523,61,19534
2020-12-29,"BE","Belgium","EURO",2641,644164,63,19597
2020-12-30,"BE","Belgium","EURO",2270,646434,77,19674
2020-12-31,"BE","Belgium","EURO",1980,648414,75,19749
2021-01-01,"BE","Belgium","EURO",1626,650040,88,19837
2021-01-02,"BE","Belgium","EURO",469,650509,51,19888
2021-01-03,"BE","Belgium","EURO",1051,651560,64,19952
2021-01-04,"BE","Belgium","EURO",732,652292,42,19994
2021-01-05,"BE","Belgium","EURO",2907,655199,59,20053
2021-01-06,"BE","Belgium","EURO",2625,657824,63,20116
2021-01-07,"BE","Belgium","EURO",2302,660126,57,20173
2021-01-08,"BE","Belgium","EURO",1810,661936,53,20226
2021-01-09,"BE","Belgium","EURO",1935,663871,50,20276
2021-01-10,"BE","Belgium","EURO",1302,665173,52,20328
2021-01-11,"BE","Belgium","EURO",808,665981,57,20385
2021-01-12,"BE","Belgium","EURO",2849,668830,53,20438
2021-01-13,"BE","Belgium","EURO",2271,671101,51,20489
2021-01-14,"BE","Belgium","EURO",2044,673145,41,20530
2021-01-15,"BE","Belgium","EURO",2023,675168,62,20592
2021-01-16,"BE","Belgium","EURO",2070,677238,48,20640
2021-01-17,"BE","Belgium","EURO",1141,678379,47,20687
2021-01-18,"BE","Belgium","EURO",697,679076,44,20731
2021-01-19,"BE","Belgium","EURO",2936,682012,58,20789
2021-01-20,"BE","Belgium","EURO",2344,684356,61,20850
2021-01-21,"BE","Belgium","EURO",2415,686771,49,20899
2021-01-22,"BE","Belgium","EURO",2271,689042,53,20952
2021-01-23,"BE","Belgium","EURO",2524,691566,49,21001
2021-01-24,"BE","Belgium","EURO",1357,692923,68,21069
2021-01-25,"BE","Belgium","EURO",796,693719,39,21108
2021-01-26,"BE","Belgium","EURO",3286,697005,44,21152
2021-01-27,"BE","Belgium","EURO",2700,699705,53,21205
2021-01-28,"BE","Belgium","EURO",2512,702217,41,21246
2021-01-29,"BE","Belgium","EURO",2547,704764,55,21301
2021-01-30,"BE","Belgium","EURO",2941,707705,44,21345
2021-01-31,"BE","Belgium","EURO",1550,709255,29,21374
2021-02-01,"BE","Belgium","EURO",844,710099,32,21406
2021-02-02,"BE","Belgium","EURO",3299,713398,40,21446
2021-02-03,"BE","Belgium","EURO",2615,716013,52,21498
2021-02-04,"BE","Belgium","EURO",2356,718369,43,21541
2021-02-05,"BE","Belgium","EURO",2361,720730,34,21575
2021-02-06,"BE","Belgium","EURO",2411,723141,57,21632
2021-02-07,"BE","Belgium","EURO",1256,724397,42,21674
2021-02-08,"BE","Belgium","EURO",594,724991,41,21715
2021-02-09,"BE","Belgium","EURO",2541,727532,37,21752
2021-02-10,"BE","Belgium","EURO",2108,729640,41,21793
2021-02-11,"BE","Belgium","EURO",2112,731752,42,21835
2021-02-12,"BE","Belgium","EURO",2051,733803,35,21870
2021-02-13,"BE","Belgium","EURO",1999,735802,43,21913
2021-02-14,"BE","Belgium","EURO",1123,736925,31,21944
2021-02-15,"BE","Belgium","EURO",593,737518,52,21996
2021-02-16,"BE","Belgium","EURO",2727,740245,37,22033
2021-02-17,"BE","Belgium","EURO",2382,742627,39,22072
2021-02-18,"BE","Belgium","EURO",2525,745152,29,22101
2021-02-19,"BE","Belgium","EURO",2556,747708,33,22134
2021-02-20,"BE","Belgium","EURO",2811,750519,30,22164
2021-02-21,"BE","Belgium","EURO",1555,752074,21,22185
2021-02-22,"BE","Belgium","EURO",805,752879,26,22211
2021-02-23,"BE","Belgium","EURO",3338,756217,20,22231
2021-02-24,"BE","Belgium","EURO",2918,759135,25,22256
2021-02-25,"BE","Belgium","EURO",2751,761886,22,22278
2021-02-26,"BE","Belgium","EURO",2644,764530,29,22307
2021-02-27,"BE","Belgium","EURO",2800,767330,22,22329
2021-02-28,"BE","Belgium","EURO",1487,768817,29,22358
2021-03-01,"BE","Belgium","EURO",711,769528,31,22389
2021-03-02,"BE","Belgium","EURO",3211,772739,31,22420
2021-03-03,"BE","Belgium","EURO",2758,775497,25,22445
2021-03-04,"BE","Belgium","EURO",2752,778249,26,22471
2021-03-05,"BE","Belgium","EURO",2682,780931,17,22488
2021-03-06,"BE","Belgium","EURO",2731,783662,33,22521
2021-03-07,"BE","Belgium","EURO",1510,785172,25,22546
2021-03-08,"BE","Belgium","EURO",786,785958,19,22565
2021-03-09,"BE","Belgium","EURO",3685,789643,36,22601
2021-03-10,"BE","Belgium","EURO",3383,793026,23,22624
2021-03-11,"BE","Belgium","EURO",3387,796413,24,22648
2021-03-12,"BE","Belgium","EURO",3497,799910,27,22675
2021-03-13,"BE","Belgium","EURO",3752,803662,20,22695
2021-03-14,"BE","Belgium","EURO",2174,805836,25,22720
2021-03-15,"BE","Belgium","EURO",1383,807219,20,22740
2021-03-16,"BE","Belgium","EURO",5258,812477,25,22765
2021-03-17,"BE","Belgium","EURO",4599,817076,28,22793
2021-03-18,"BE","Belgium","EURO",4835,821911,25,22818
2021-03-19,"BE","Belgium","EURO",5036,826947,26,22844
2021-03-20,"BE","Belgium","EURO",5182,832129,31,22875
2021-03-21,"BE","Belgium","EURO",2845,834974,24,22899
2021-03-22,"BE","Belgium","EURO",1576,836550,24,22923
2021-03-23,"BE","Belgium","EURO",6285,842835,34,22957
2021-03-24,"BE","Belgium","EURO",6037,848872,24,22981
2021-03-25,"BE","Belgium","EURO",5566,854438,27,23008
2021-03-26,"BE","Belgium","EURO",5623,860061,34,23042
2021-03-27,"BE","Belgium","EURO",5740,865801,20,23062
2021-03-28,"BE","Belgium","EURO",3056,868857,28,23090
2021-03-29,"BE","Belgium","EURO",1691,870548,23,23113
2021-03-30,"BE","Belgium","EURO",6154,876702,31,23144
2021-03-31,"BE","Belgium","EURO",5197,881899,33,23177
2021-04-01,"BE","Belgium","EURO",4727,886626,31,23208
2021-04-02,"BE","Belgium","EURO",4690,891316,40,23248
2021-04-03,"BE","Belgium","EURO",4894,896210,46,23294
2021-04-04,"BE","Belgium","EURO",2701,898911,40,23334
2021-04-05,"BE","Belgium","EURO",1513,900424,36,23370
2021-04-06,"BE","Belgium","EURO",1562,901986,49,23419
2021-04-07,"BE","Belgium","EURO",5260,907246,46,23465
2021-04-08,"BE","Belgium","EURO",4741,911987,43,23508
2021-04-09,"BE","Belgium","EURO",4466,916453,43,23551
